% Iron Feed,% Silica Feed,Starch Flow,Amina Flow,Ore Pulp Flow,Ore Pulp pH,Ore Pulp Density,Flotation Column 01 Air Flow,Flotation Column 02 Air Flow,Flotation Column 03 Air Flow,% Silica Concentrate
"64,03","6,26","3396,42","527,208","399,681","9,58132","1,71692","250,132","257,774","249,829","3,5960235947"
"53,35","19,55","1648,5","545,007","395,685","9,62274","1,74359","250,269","251,054","251,58","3,7"
"58,81","7,44","2656,1","540,809","379,669","8,83801","1,68973","299,539","301,723","302,331","2,86"
"57,46","10,8","4415,07","455,346","397,948","10,4073","1,71746","302,694","302,697","299,805","0,97"
"57,35","12,27","3310,16","338,135","403,77","8,86219","1,5201574286","250,269","246,929","249,302","1,04"
"56,45","13,57","2218,68","553,299","403,057","9,93493","1,75164","250,286","249,693","248,544","1,28"
"65,78","1,31","3179,48","414,141","379,17","9,35553","1,64909","300,573","301,671","298,466","1,13"
"51,7","22,97","2074,68","524,089","404,492","9,98717","1,71914","299,414","306,261","299,633","2,07"
"51,34","23,16","3126,5","455,026","385,618","9,68232","1,73847","300,764","298,941","300,633","1,95"
"57,01","12,91","2200,27","393,489","400,083","9,72491","1,72535","249,356","249,136","250,207","2,21"
"55,9","14,26","2260,33","451,863","401,579","9,82973","1,77029","250,146","244,459","250,256","1,01"
"64,03","6,26","3534,28","481,351","398,059","9,62871","1,59704","297,846","255,02","301,179","4,274672586"
"48,81","25,31","3100,49","492,513","383,438","10,1407","1,70846","300,028","306,079","301,958","1,82"
"48,81","25,31","4243,27","381,766","378,794","10,2321","1,67644","299,681","302,017","300,56","1,26"
"53,26","19,58","177,37679","390,385","401,407","9,14864","1,527","249,398","250,558","251,583","4,5217679558"
"60,56","6,92","2991,51","316,541","377,2204275184","9,38615","1,70464","298,965","303,952","301,838",2
"49,56","24,2","787,2745","481,381","382,164","9,44213","1,60018","300,905","301,112","302,43","3,24"
"48,81","25,31","6152,58","574,021","384,297","10,2793","1,73831","299,626","249,593","303,245","2,72"
"51,34","23,16","2864,19","540,529","383,487","9,5158","1,78683","298,091","300,964","298,941","5,42"
"64,03","6,26","3998,94","370,376","392,974","10,2506","1,6466","297,93","295,107","301,264","1,54"
"59,83","7,56","3666,55","504,842","403,766","9,46895","1,68484","299,268","303,035","298,254","1,77"
"64,03","6,26","322,2056","491,908","400,533","9,6607","1,64341","298,232","243,026","302,187","2,59"
"56,02","13,51","3293,16","461,041","379,7902359551","8,7537530332","1,69403","300,033","306,876","300,435","3,66"
"64,03","6,26","3244,19","476,91","387,057","10,0657","1,5956","301,292","298,423","300,146","1,42"
"51,93","21,05","2842,91","559,082","378,223","9,94069","1,71364","300,586","297,29","298,389","2,16"
"53,64","19,08","2339,23","457,621","398,062","10,0634","1,71523","298,439","302,873","297,609","2,74"
"64,03","6,26","3716,29","534,052","395,21","9,85996","1,65402","299,594","297,936","299,915","2,04"
"64,03","6,26","1177,4765128205","330,743","397,887","10,1298","1,55742","299,392","302,615","298,444","1,01"
"48,81","25,31","3576,24","556,81","385,317","9,12395","1,73873","299,599","304,713","299,599","2,16"
"57,91","10,54","747,5629277918","324,0610261487","378,031537715","9,09888","1,5319303748","249,237","243,399","251,587","1,68"
"54,1","15,33","639,9649043543","553,032","395,075","9,5166","1,67662","296,975","297,462","299,382","1,34"
"64,03","6,26","3378,91","589,6","394,629","10,1086","1,69913","299,487","307,837","299,268","3,01"
"56,96","12,49","3421,35","578,711","401,535","9,70774","1,70903","296,909","291,519","301,395","1,4"
"57,54","11,23","2804,45","575,335","403,715","10,057","1,77964","252,686","244,191","251,218","2,31"
"56,41","14,53","3590,34","488,038","408,137","9,35293","1,66586","249,829","249,56","248,31","4,06"
"64,03","6,26","2994,71","417,405","397,18","9,75097","1,66997","300,501","302,689","300,776","1,08"
"51,62","19,01","641,1019166667","608,275","416,3762","10,1143","1,70666","299,558","301,297","298,389","4,8575200494"
"64,03","6,26","3852,44","567,533","396,878","9,33951","1,70023","299,525","303,383","302,288","1,45"
59,"9,66","1464,5190909091","587,69","395,506","10,1561","1,73672","249,39","215,0405218069","249,294","1,83"
"51,3","24,52","4160,04","537,756","417,426","9,99516","1,7219","249,421","251,185","248,511","1,49"
"45,6","29,92","4651,82","622,757","403,356","9,65727","1,75806","299,738","293,182","299,773","3,22"
"64,03","6,26","5078,15","481,223","397,596","10,0943","1,6286","302,034","296,338","299,392","1,32"
"60,4","8,69","4635,66","600,15","396,744","9,62833","1,72542","299,686","297,527","299,268","3,7183977901"
"53,26","16,29","6013,29","495,041","401,215","10,4615","1,62436","300,667","297,468","300,361","1,28"
"64,03","6,26","4382,58","307,761","401,723","9,85202","1,54678","301,021","295,653","299,455","1,45"
"55,42","14,93","4795,94","623,668","406,013","10,1652","1,77385","299,938","299,981","299,276","1,19"
"64,03","6,26","4062,62","549,573","408,359","9,74537","1,74291","251,112","245,648","249,674","4,94"
"64,03","6,26","2921,56","553,54","400,397","9,5406","1,69002","298,631","251,832","300,404","1,2"
"56,73","12,73","2339,56","503,046","380,583","9,65576","1,76779","249,637","266,755","250,05","1,41"
"53,26","19,58","3568,87","465,219","393,865","10,2519","1,63293","250,123","251,758","252,87","3,62"
"49,7","25,52","3532,34","560,989","397,137","10,2749","1,70924","300,6","298,746","299,46","1,07"
"49,7","25,52","1391,38","522,214","393,957","10,4897","1,67706","299,137","311,377","300,865",1
"56,22","14,28","3369,28","538,599","417,2834961637","10,1266","1,66115","250,822","246,762","249,697","1,83"
"55,26","14,18","3789,53","634,95","415,7869311295","10,096","1,66449","298,774","294,815","301,353","3,84"
"63,64","3,77","2910,79","453,282","380,313","8,9795","1,69379","299,305","303,538","298,841","1,81"
"64,03","6,26","353,565","543,233","396,317","9,78291","1,65085","299,582","303,143","301,269","3,21"
"64,03","6,26","825,8495384615","518,349","415,9359446721","9,83287","1,64337","250,33","252,161","248,403","2,5"
"53,91","18,19","2494,43","454,665","398,091","9,54247","1,78264","250,281","251,529","249,158","1,55"
"50,37","22,56","4186,17","546,035","378,68","9,51816","1,73851","300,714","303,312","299,279","1,41"
"56,2","13,03","2628,52","458,497","387,855","9,5688","1,6683","300,625","302,047","299,229","1,59"
"58,19","10,84","2770,31","253,2376363636","414,0164583333","9,30741","1,5306954442","249,049","247,236","250,939","1,01"
"64,03","6,26","8,20816","414,31","406,624","9,83283","1,71459","299,915","296,985","299,469","1,08"
"56,91","12,62","659,2692631579","447,251","397,862","9,40109","1,72795","249,931","252,526","249,39","4,06"
"55,87","12,85","1841,54","508,467","403,925","9,40472","1,70881","222,947","217,792","218,339","2,08"
"52,61","20,24","3769,2","454,67","400,225","10,1903","1,76225","249,511","252,89","250,852","1,83"
"55,17","14,35","2071,84","557,076","395,215","9,73853","1,75271","250,614","251,524","251,618","3,73"
"56,77","11,98","590,2366601307","630,617","396,074","9,64414","1,8528635385","250,028","247,65","248,16","1,77"
"64,03","6,26","3111,92","479,736","404,716","10,0283","1,67165","299,205","304,008","301,371","1,66"
"55,45","16,76","616,2962857143","564,039","398,38","10,1553","1,76715","299,332","296,39","298,014","1,83"
"56,57","13,47","246,880972712","250,1277848338","382,8668822232","9,25258","1,5218322323","248,746","250,08","248,966","1,68"
"57,46","10,8","3344,69","596,222","394,666","10,124","1,7064","300,294","250,646","301,619","3,47"
"64,03","6,26","1683,4633333333","504,628","404,756","9,70623","1,61459","299,435","299,871","298,389","2,6"
"64,03","6,26","4386,45","339,317","399,876","9,92038","1,5333","299,891","295,251","300,686","2,04"
"51,27","22,72","4548,55","579,219","400,783","9,64215","1,70555","300,471","299,911","299,818","2,59"
"52,11","18,64","3984,59","485,773","403,588","9,89289","1,66125","300,792","308,428","301,691","1,22"
"57,46","10,8","740,8473333333","245,8096666667","402,099","10,8066461538","1,5215529537","251,77","301,101","299,451","1,86"
"50,7","23,17","1380,57","306,506","403,711","9,35281","1,520566996","301,305","303,896","299,894","1,33"
"55,1","14,2","4390,31","705,7475","417,3395573771","9,49651","1,78746","299,625","294,352","302,124","1,7"
"46,19","29,19","4218,31","422,332","400,214","9,39604","1,5774","301,902","302,692","300,052","1,28"
"54,29","15,98","5205,91","690,972","392,8291284404","10,1616","1,73613","297,869","297,796","301,217","2,17"
"52,8","22,02","1113,83375","372,422","399,333","9,61602","1,58203","300,806","300,814","300,423","1,64"
"58,84","11,46","1115,388","568,085","395,303","9,86738","1,77","246,632","250,917","248,95","2,13"
"64,03","6,26","3292,26","340,16","396,896","9,66639","1,57383","303,107","296,71","302,644","1,26"
"64,03","6,26","3535,49","495,388","399,568","9,91972","1,68351","249,782","246,279","250,183","3,6420393741"
"49,91","24,49","1085,0691584039","467,209","393,904","10,1396","1,56493","299,959","298,339","300,081","2,12"
"64,03","6,26","695,7858269231","570,278","386,789","10,1733","1,6911","298,949","296,116","301,913","3,86"
"56,42","13,11","2272,8","575,355","404,883","9,89213","1,78025","253,199","247,56","250,635","2,87"
"51,7","22,97","2046,6","564,14","396,064","9,88256","1,77701","300,122","298,52","300,439","2,93"
"55,19","16,82","2457,14","554,523","397,059","9,31834","1,75588","249,235","250,643","249,519","1,44"
"64,03","6,26","3011,27","604,854","406,127","9,9802","1,73314","300,424","295,308","298,986","2,54"
"58,82","11,46","4004,1","531,769","396,05","9,86159","1,72881","251,411","249,917","250,873","3,06"
"64,03","6,26","3967,65","377,534","400,175","9,93405","1,65184","300,245","304,866","299,017","1,05"
"54,27","16,6","2791,95","568,848","397,841","9,47877","1,77035","301,132","303,534","301,04","1,41"
"55,26","14,18","1836,88","656,135","415,970109589","9,78427","1,71974","299,927","299,849","300,156","2,7895027624"
"57,46","10,8","3988,39","591,431","402,832","10,3558","1,70622","297,51","295,532","297,51","2,03"
"55,17","14,35","2373,52","475,815","401,241","9,42492","1,6438","249,986","246,814","250,173","4,4723689081"
"46,21","30,37","4463,54","589,09","408,58","10,0043","1,71718","299,297","300,437","302,783","1,22"
"64,03","6,26","45,3224","428,681","403,444","10,3126","1,67967","301,652","301,73","298,071","1,64"
"47,41","27,74","3890,39","468,652","393,457","9,12853","1,71174","298,849","298,978","302,004","3,47"
"56,39","13,53","2167,85","412,359","398,11","9,36354","1,75863","248,146","251,259","248,661","2,23"
"48,81","25,31","2354,67","530,425","377,3713333333","9,58372","1,70063","297,61","309,731","300,809","1,2"
"60,02","8,87","3193,51","318,017","381,3505","9,41992","1,62137","299,425","301,121","298,265","1,59"
"64,03","6,26","3818,6","470,483","404,666","9,61991","1,66365","251,495","246,604","250,914","0,99"
"60,24","8,87","3556,64","566,772","396,445","9,36183","1,77","250,488","252,026","251,455","1,3"
"56,57","13,47","580,4752178841","299,3880059768","379,6451901191","9,14717","1,5285604201","251,477","248,064","249,291","1,68"
"60,02","8,87","2838,15","393,903","383,442","9,70738","1,71248","302,474","301,343","297,729","1,59"
"55,8","13,07","3391,34","558,778","378,078","10,3616","1,70116","305,859","306,08","300,915","3,68"
"64,03","6,26","3304,36","551,187","396,328","10,0443","1,68272","302,721","297,33","300,955","2,68"
"56,65","14,83","3186,36","474,045","405,673","10,2124","1,64794","250,34","251,866","248,582","2,97"
"58,26","12,88","2397,75","323,311","377,7735664","8,7544624161","1,66335","299,849","300,727","298,13","1,25"
"53,51","16,52","2300,84","579,307","396,642","9,92007","1,80295","249,242","253,07","247,485","3,64"
"54,59","17,81","4090,05","657,793","388,0869899244","9,11726","1,67333","300,342","304,311","297,949","1,97"
"44,7","30,14","2972,78","604,695","408,379","9,32724","1,71758","299,59","296,953","297,832","5,4489729355"
"64,48","3,85","1327,43","550,08","394,072","9,66189","1,67217","300,806","294,511","298,185","1,89"
"53,88","17,51","3166,81","534,587","400,491","10,0952","1,67568","299,516","309,952","302,344","1,62"
"52,61","20,24","330,1074095327","361,2355544554","407,1417985708","8,89697","1,5210562248","247,732","248,95","249,39","5,03"
"64,03","6,26","1292,4758181818","584,926","395,591","9,34567","1,69834","300,58","298,401","299,029","1,45"
"47,21","27,31","2125,936","597,493","417,4193945578","9,91842","1,68978","300,475","296,785","298,395","2,51"
"54,27","16,6","764,3941666667","475,467","397,808","9,88954","1,67711","299,305","298,103","297,603","1,42"
"55,17","14,35","92,8709538462","605,854","401,094","9,50262","1,69831","308,956","311,923","296,858","2,4"
"55,39","17,5","3012,94","421,218","380,645888412","9,58416","1,70235","303,659","301,679","300,366","1,24"
"57,46","10,8","1313,685","536,499","401,624","9,67147","1,6979","250,153","298,116","298,469","1,37"
"59,78","9,29","2749,86","592,432","402,11","9,5385","1,8005","300,766","302,604","299,008","3,85"
"64,03","6,26","571,5739252336","242,3074137931","401,557","9,83358","1,5264888005","299,876","291,982","298,619","1,21"
"56,65","14,83","3689,13","546,454","400,024","10,1437","1,73145","249,829","249,829","250,139","3,1"
"56,42","12,99","3690,82","403,503","405,469","9,85027","1,73059","252,576","249,214","249,719","3,09"
"48,81","25,31","2358,56","447,847","382,2911858238","9,71736","1,68444","299,301","296,752","299,334","3,8"
"64,03","6,26","3056,07","344,352","399,341","9,64935","1,59561","301,893","301,927","298,828","1,21"
"54,49","17,24","2427,73","548,096","377,051","8,7546430889","1,72483","299,487","299,268","302,783","1,57"
"64,03","6,26","3961,64","542,181","399,853","10,0895","1,71248","299,308","297,632","301,685","2,16"
"57,46","10,8","3391,71","512,485","396,94","10,2264","1,69156","248,218","296,29","299,365","1,31"
"57,46","10,8","3525,13","510,463","396,68","10,4822","1,64976","248,048","297,822","299,878","2,04"
"49,36","25,87","4854,46","628,366","412,0498111111","10,2296","1,66655","301,232","298,58","300,153","2,56"
"53,24","19,97","2902,99","549,285","379,889","9,61038","1,69441","298,909","293,289","298,551","4,62"
"55,17","14,35","1957,03","601,925","402,507","9,62972","1,75405","298,743","297,974","296,697","3,29"
"57,46","10,8","3527,96",550,"397,878","10,1001","1,69597","299,903","249,686","297,903","1,9"
"64,03","6,26","3572,38","436,502","414,074942446","10,0107","1,5241122543","300,806","301,458","299,75","1,22"
"52,12","21,39","5062,07","535,167","377,08","9,81702","1,68397","299,567","298,827","299,566","1,57"
"55,17","14,35","626,7896","524,654","399,417","9,88773","1,71284","250,269","251,621","249,39","3,5082439926"
"64,03","6,26","1020,7015714286","488,008","405,241","9,44644","1,59034","300,122","248,485","300,026","2,64"
"64,03","6,26","3267,31","320,589","396,354","9,68964","1,55032","299,315","295,668","298,28","1,26"
"60,4","8,69","3647,48","627,398","406,862","9,75698","1,75029","300,89","303,778","299,572","3,869558011"
"52,14","18,29","4048,71","502,638","400,148","9,70726","1,61245","300,786","305,864","299,382","1,63"
"64,03","6,26","3972,45","419,312","404,883","10,1741","1,68553","301,685","253,125","299,048","1,58"
"48,52","26,91","3208,66","466,644","401,018","10,261","1,69529","299,962","299,006","301,415","1,5"
"55,79","15,52","4055,82","601,558","403,206","10,3133","1,73907","301,603","300,174","299,981","1,37"
"57,46","10,8","3941,41","550,278","391,992","10,2149","1,67581","300,482","297,635","297,677","4,3307489598"
"61,11","8,24","2531,26","522,351","396,805","9,5316","1,71853","199,485","190,348","202,581","2,24"
"64,03","6,26","3537,36","520,01","394,083","9,592","1,70024","249,393","245,259","249,412","3,6824849607"
"51,34","23,16","3162,7","556,641","381,8576666667","10,1374","1,71114","300,806","301,685","300,586","1,75"
"55,17","14,35","2483,64","566,033","397,954","9,52097","1,76078","250,01","251,863","249,027","4,94"
"56,77","11,98","1367,48","594,875","397,454","9,48675","1,81687","250,928","249,648","249,025","1,77"
"53,79","16,57","1192,8762105263","585,6550322581","397,4609032258","10,0250303226","1,7118735484","303,0974193548","300,8565806452","298,4742258065","2,05"
"53,95","17,72","2787,35","436,186","378,494","9,92097","1,70853","300,183","303,207","302,088","1,01"
"52,8","22,02","3039,33","519,982","398,518","10,1952","1,74416","297,407","297,317","300,641","1,09"
"64,03","6,26","3885,43","504,627","397,508","9,33118","1,68893","250,738","251,286","248,98","1,28"
"54,27","16,6","4362,73","548,706","414,33553125","9,66365","1,67026","299,647","299,101","297,603","1,33"
"61,32","6,08","2795,98","428,757","403,219","10,024","1,75734","299,707","291,254","298,992","1,47"
"53,51","16,52","2091,97","543,16","393,818","9,9069","1,74437","249,603","243,928","250,332","4,36"
"53,43","17,09","1848,34","552,752","395,388","9,87327","1,76704","248,956","250,327","247,923","3,87"
"64,03","6,26","4260,96","568,291","402,012","9,86093","1,67534","298,757","302,302","301,039","1,94"
"56,41","14,53","3949,22","403,442","396,387","9,68624","1,54967","250,035","249,39","248,511","4,55"
"59,89","8,98","2447,07","541,687","389,766","9,39402","1,76219","251,104","246,885","247,797","2,67"
"53,12","21,26","2205,1","498,727","402,492","9,8744","1,68332","300,141","296,049","297,07","2,85"
"59,99","6,65","3080,3","422,357","408,045","9,66988","1,55117","301,674","302,89","298,859","1,6"
"57,46","10,8","3268,81","532,876","404,458","10,7263","1,67891","251,566","301,401","302,876","3,64"
"48,81","25,31","2983,07","480,655","377,702","10,222","1,71314","300,418","300,572","299,116","1,18"
"51,3","24,52","3395,63","490,863","399,546","10,2012","1,73358","250,488","247,669","249,559","4,89"
"57,46","10,8","4913,29","439,272","402,771","10,1332","1,54409","250,807","251,051","251,708","1,68"
"64,03","6,26","4714,36","501,088","402,827","9,99694","1,70075","250,046","253,338","251,35","1,77"
"64,03","6,26","3639,9","535,278","400,195","10,0792","1,67617","301,025","300,366","298,169","1,7"
"54,16","15,82","3820,49","542,603","380,008","10,0085","1,69997","302,064","300,627","301,586","1,82"
"53,32","18,85","1863,33","413,319","398,997","9,86077","1,67579","250,084","249,2","252,256","1,62"
"60,18","9,34","1113,2565","469,646","394,32","9,75146","1,63314","201,816","194,787","198,743","1,27"
"57,66","10,39","5188,32","478,993","397,53","9,90538","1,65525","250,919","252,598","249,381","1,24"
"64,03","6,26","4123,05","551,701","400,35","10,035","1,67539","300,806","301,248","298,668","1,74"
"55,53","13,32","1831,1483792128","327,994836972","388,1806248086","10,028140047","1,6373442645","231,6826861804","180,123459847","246,082232333","1,19"
"52,3","17,83","3086,64","499,398","405,976","9,86673","1,71952","300,453","299,401","297,492","1,28"
"57,38","10,58","2915,57","456,196","400,861","9,91994","1,68259","301,819","298,148","299,287","1,33"
"52,33","16,95","3520,48","421,467","396,868","9,70079","1,73779","248,82","251,32","251,123","0,98"
"57,46","10,8","3869,96","473,834","396,976","10,2184","1,68058","249,633","247,511","248,071","1,49"
"64,03","6,26","3735,84","602,417","403,241","10,2075","1,72733","299,855","301,222","298,235","2,05"
"59,78","9,29","2560,55","495,935","395,618","9,44321","1,67375","300,13","302,275","296,715","3,91740682"
"44,7","30,14","3350,35","555,996","378,453","9,99189","1,71596","299,655","301,161","299,3","5,1580662983"
"59,39","7,74","2760,95","423,911","388,274","9,39051","1,58786","301,048","302,026","298,335","1,65"
"55,09","16,25","2513,9","508,614","400,904","9,49965","1,72904","250,269","249,019","249,17","1,14"
"53,12","21,26","2160,62","547,779","405,57","9,62013","1,73133","299,458","297,712","298,131","2,56"
"52,58","20,42","2541,068125","432,611","377,8110909091","10,0032","1,64271","299,851","302,577","298,101","1,79"
"64,03","6,26","4083,26","492,027","400,245","9,44372","1,67012","250,269","251,58","251,658","3,5145246357"
"64,03","6,26","2680,04","413,601","402,273","9,72718","1,63716","301,899","301,983","299,911","3,1"
"59,83","7,56","3226,59","276,1660526316","386,2856588235","9,42822","1,5650935897","299,81","297,038","297,978","1,74"
"49,35","24,9","2939,45","422,22","391,275","9,84325","1,73745","251,698","254,976","249,774","1,06"
"57,46","10,8","4267,54","597,091","401,642","10,2334","1,70686","249,39","249,239","248,843","1,82"
"50,99","22,93","4122,96","443,71","399,034","10,1343","1,68783","299,052","294,536","299,697","1,41"
"54,95","17,4","6049,41","512,695","395,801","10,2114","1,7869","248,95","248,73","251,367","1,09"
"53,12","21,26","1752,102890411","482,572","400,073","9,9977","1,64943","300,38","295,497","298,608","2,59"
"56,73","12,73","1851,78","562,235","395,923","9,72021","1,76387","251,658","252,008","248,202","1,58"
"64,03","6,26","4250,27","484,026","402,163","10,042","1,67581","252,164","253,204","251,838","1,67"
"55,94","13,85","2364,19","444,909","379,759","9,45965","1,71988","299,461","299,401","302,404","2,24"
"50,67","22,08","1962,37","430,22","401,523","9,30866","1,65202","248,969","250,4","252,498","1,97"
"59,38","8,1","3606,4","573,73","396,951","9,84444","1,69863","298,828","304,383","298,402","3,22"
"64,03","6,26","3145,4","549,551","398,855","10,0347","1,66621","300,011","296,975","300,115","2,57"
"55,73","12,53","2369,98","438,162","380,273","9,41079","1,71363","299,728","300,227","297,963","2,24"
"48,07","25,01","3839,95","463,254","398,018","9,80626","1,57043","297,757","302,949","302,124","2,28"
"64,03","6,26","3872,67","567,64","396,992","10,0266","1,75052","299,543","249,666","302,617","1,17"
"57,46","10,8","3774,91","569,293","401,938","10,7161","1,71144","248,675","301,612","300,605","3,64"
"64,03","6,26","2808,78","487,673","400,771","9,81959","1,65531","297,95","293,122","296,642","3,4292797784"
"51,93","21,05","3030,83","408,393","377,9577730496","9,80781","1,68782","299,512","301,082","301,62","1,26"
"48,81","25,31","3348,82","458,681","385,1976793478","9,81072","1,71008","298,323","295,998","301,315","1,07"
"60,18","9,34","263,8977671429","319,571","394,513","9,91837","1,5209802591","199,718","199,694","201,556","1,27"
"54,1","15,33","992,023947153","362,5248982387","401,3602144956","9,60318","1,5750414425","298,668","302,484","298,429","1,34"
"64,03","6,26","2844,23","408,229","403,143","9,4996","1,60069","298,918","302,84","300,717","1,66"
56,"13,81","3909,37","413,818","396,555","10,0791","1,71277","301,266","302,124","300,331","1,13"
"57,54","11,23","2564,94","568,276","403,31","9,81791","1,76809","250,488","247,877","248,511","2,19"
"56,58","14,66","3940,83","473,633","396,432","9,72371","1,64047","250,286","254,629","251,179","4,5901387925"
"64,46","2,77","2657,69","488,429","376,549","8,7533907194","1,7232","299,212","295,742","298,72","3,39"
"64,03","6,26","3806,67","429,268","399,298","10,1282","1,63283","250,337","252,698","249,17","1,6"
"53,51","16,52","2232,91","586,936","407,999","9,68793","1,79468","250,149","248,211","251,487","3,14"
"64,03","6,26","3730,07","551,681","403,5","9,90516","1,67099","299,773","300,644","299,38","1,81"
"58,61","8,99","3125,53","521,205","390,081","10,2573","1,69061","250,256","245,521","249,867","1,28"
"56,63","12,23","4462,89","493,774","417,56295","8,83337","1,7227","299,268","301,245","301,465","2,28"
"48,81","25,31","3378,92","461,841","388,688","10,0632","1,72546","299,777","252,158","298,143","0,75"
"57,46","10,8","3172,04","565,687","403,269","9,83462","1,72544","250,15","248,587","249,937","3,0390291262"
"49,36","25,87","4229,66","571,289","398,842","10,4125","1,69625","301,068","305,905","300,674","2,56"
"55,71","13,95","5443,09","605,469","407,52","10,624","1,74135","299,487","295,532","302,344","1,57"
"56,2","13,03","3005,04","481,753","376,7548484848","9,5557","1,62521","301,128","299,849","302,344","1,71"
"56,95","12,94","2839,73","554,469","402,694","9,93398","1,75552","220,166","224,874","218,725","3,6239170206"
"52,61","20,24",3633,"506,661","399,817","9,95287","1,76305","250,308","248,957","249,39","1,34"
"48,07","25,01","3179,3","640,259","401,741","10,4919","1,77888","300,527","300,785","302,543","1,98"
"56,09","15,79","2813,27","444,853","417,3102","9,20958","1,61829","299,732","303,118","301,808","1,21"
"64,03","6,26","4117,48","449,071","403,338","9,99541","1,6619","301,518","251,281","300,146","1,46"
"53,24","19,97","3063,86","458,683","379,5138596491","9,42141","1,67537","300,591","299,85","301,704","4,14"
"57,46","10,8","4252,66","619,652","401,994","10,3371","1,74377","299,863","305,883","300,006","2,07"
"64,03","6,26","1601,6450761421","243,1812982456","404,105","9,50978","1,5222434775","307,274","250,384","297,518","1,9"
"59,72","9,22","2707,77","544,715","396,944","9,75877","1,74328","200,154","202,791","200,446","3,11"
"56,02","13,51","3718,04","525,765","388,662","8,7551237173","1,67718","305,702","296,913","301,198","2,55"
"49,08","26,83","5242,97","592,971","395,847","9,35859","1,71954","299,514","300,586","299,293","2,06"
"57,34","13,06","2045,23","532,8","395,402","9,70228","1,7396","249,829","254,536","248,452","2,84"
"56,65","14,83",3946,"546,081","405,098","10,2627","1,7494","249,425","266,019","251,587","3,49"
"48,81","25,31","3460,94","552,368","380,692","9,46627","1,70884","298,828","294,905","301,324","1,97"
"56,39","13,53","1973,76","390,248","402,271","9,72061","1,75488","250,877","247,21","251,324","1,4"
"48,81","25,31","3320,45","379,819","389,2682336957","9,84158","1,69518","299,38","293,863","302,194","1,07"
"48,81","25,31","2620,41","292,7258888889","379,1920514286","9,48481","1,5648732143","301,154","299,123","299,433","1,39"
"50,58","20,21","3737,8","479,944","399,568","10,2914","1,68356","299,562","301,39","300,966","2,55"
"64,03","6,26","3531,25","551,147","405,176","9,79428","1,6746","299,487","293,774","298,828","1,81"
"52,61","20,24","308,9899879518","539,327","399,831","8,98471","1,73127","249,99","246,957","248,875","3,27"
"53,35","18,8","1216,7827030303","601,175","407,0271032864","9,83963","1,74645","299,243","299,137","298,958","1,36"
"58,62","10,22","3227,65","402,042","379,42","9,80401","1,71252","300,792","288,21","300,982","1,42"
"59,87","9,99","3323,38","632,893","401,044","9,82163","1,77173","299,275","296,751","299,692","3,9333795014"
"57,46","10,8","4358,87","658,035","413,681","10,3514","1,73497","248,133","297,691","298,919","4,33"
"59,67","11,33","2966,05","511,998","380,985","8,7546237736","1,62735","300,099","297,842","298,374","1,35"
"51,7","22,97","1919,56","578,531","401,169","9,60295","1,78851","299,469","299,197","299,962","2,05"
"47,05","28,14","3902,36","438,338","396,183","10,1648","1,72729","299,487","297,87","298,992","1,22"
"53,41","18,37","3915,87","730,527","417,845627907","9,51366","1,7253","300,367","303,864","299,847","4,4066358595"
"56,32","12,94","4169,7","430,305","408,173","9,42091","1,70978","250,501","248,69","250,243","1,69"
"64,03","6,26","3077,12","454,695","400,193","9,59112","1,72739","300,806","253,856","300,073","1,28"
"54,38","17,41","2441,41","581,665","404,297","10,3191632258","1,78772","250,488","253,125","248,511","5,2192670738"
"59,72","9,22","1960,2","535,466","394,561","9,36329","1,73438","200,103","200,137","198,464","3,11"
"64,03","6,26","3117,8","382,315","401,202","10,2263","1,62663","299,643","300,252","301,996","1,32"
"57,46","10,8","155,762","571,622","404,279","10,0157","1,70972","300,113","248,916","302,41","3,19"
"64,03","6,26","3575,84","504,403","395,215","9,42193","1,68091","249,757","247,873","249,533","3,63"
"64,03","6,26","782,437","565,911","394,903","9,83187","1,69111","299,171","301,095","298,54","0,97"
"52,3","17,83","4303,91","464,324","399,805","10,1229","1,74922","300,494","302,949","299,359","1,23"
"48,81","25,31","6166,02","592,771","415,1283571429","10,5064","1,65676","300,791","255,632","298,63","2,64"
"64,03","6,26","3650,32","495,214","399,274","10,1172","1,70197","300,61","247,265","296,765","1,6"
"50,03","24,09","2005,24","566,9","396,236","9,71816","1,79126","250,987","253,32","250,328","2,47"
"48,07","25,01","2294,7258571429","614,025","397,072","10,4502","1,74782","300,544","294,91","300,623","1,94"
"64,03","6,26","3779,62","446,687","397,991","10,2914","1,6297","300,294","302,006","298,389","1,69"
"53,51","16,52","2004,24","556,293","398,504","9,71172","1,75498","250,53","249,754","248,995","2,59"
"57,46","10,8","543,3430434783","622,555","412,48575","10,2499","1,63515","301,685","252,565","300,927","4,7034380776"
"57,46","10,8","4232,01","533,611","396,363","10,4758","1,7558","251,367","303,852","301,358","1,85"
"45,6","29,92","4677,66","621,994","402,654","9,65585","1,7578","299,761","294,052","299,659","3,22"
"48,81","25,31","452,28225","399,487","380,7172164502","9,52982","1,65332","298,854","296,209","298,38","2,43"
"59,78","9,29","2412,11","487,061","404,883","9,78757","1,65445","300,586","289,16","302,563","3,9437351308"
"53,01","20,32","1913,95","558,138","396,501","9,58107","1,75753","299,819","302,873","299,587","4,63"
"57,17","10,91","1875,48","506,337","396,773","9,55442","1,74867","219,84","220,272","220,222","1,52"
