age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
35,technician,married,professional.course,unknown,yes,no,telephone,jun,fri,34,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
58,blue-collar,married,basic.4y,unknown,yes,yes,telephone,may,fri,422,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
40,admin.,divorced,high.school,no,yes,no,telephone,sep,fri,101,1,999,0,nonexistent,-3.4,92.379,-29.8,0.803,5017.5,no
59,blue-collar,married,basic.9y,unknown,no,no,telephone,may,thu,668,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
24,technician,single,professional.course,no,no,no,cellular,jun,tue,227,1,4,1,success,-2.9,92.963,-40.8,1.206,5076.2,yes
30,self-employed,single,university.degree,no,no,no,telephone,jun,wed,58,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
32,admin.,single,university.degree,no,no,no,cellular,may,fri,24,7,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,no
24,services,single,high.school,unknown,yes,no,cellular,may,thu,263,2,10,1,success,-1.8,92.893,-46.2,1.327,5099.1,no
27,student,single,university.degree,no,no,yes,telephone,jun,thu,137,1,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no
48,blue-collar,married,basic.4y,no,no,no,cellular,may,wed,109,1,12,1,success,-1.8,92.893,-46.2,1.334,5099.1,no
41,management,married,high.school,no,no,no,cellular,may,mon,97,1,999,2,failure,-1.8,92.893,-46.2,1.244,5099.1,no
36,services,single,high.school,no,no,no,cellular,may,mon,288,1,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,no
48,services,single,basic.4y,unknown,yes,yes,cellular,may,thu,306,2,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,no
50,admin.,married,high.school,no,yes,no,cellular,jul,tue,98,2,999,1,failure,-2.9,92.469,-33.6,1.044,5076.2,no
44,services,divorced,high.school,no,yes,yes,cellular,jul,mon,1169,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes
53,admin.,married,basic.9y,no,no,no,telephone,may,mon,40,5,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,no
32,admin.,single,university.degree,no,yes,no,telephone,oct,tue,376,1,999,2,failure,-3.4,92.431,-26.9,0.728,5017.5,no
33,admin.,single,professional.course,no,no,no,cellular,may,mon,843,1,999,1,failure,-1.8,92.893,-46.2,1.244,5099.1,yes
27,self-employed,single,university.degree,no,yes,no,telephone,jun,fri,244,2,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,no
38,technician,single,professional.course,no,no,yes,telephone,jun,tue,246,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
31,technician,divorced,university.degree,no,no,yes,cellular,aug,fri,180,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
45,self-employed,married,university.degree,unknown,no,no,telephone,jun,thu,108,2,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
35,technician,single,professional.course,no,yes,no,cellular,aug,thu,234,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
23,admin.,single,high.school,no,no,no,cellular,jun,mon,92,1,999,1,failure,-2.9,92.963,-40.8,1.26,5076.2,no
46,blue-collar,divorced,basic.6y,no,no,no,telephone,may,thu,266,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
31,blue-collar,single,high.school,no,no,no,cellular,nov,wed,230,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no
21,student,single,basic.9y,no,yes,no,cellular,jul,tue,209,2,999,0,nonexistent,-1.7,94.215,-40.3,0.797,4991.6,yes
44,blue-collar,single,basic.6y,no,no,yes,telephone,may,tue,73,6,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
32,blue-collar,married,basic.9y,unknown,no,no,cellular,jul,thu,240,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
34,technician,single,university.degree,no,no,no,cellular,jul,tue,116,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
19,student,single,basic.9y,no,yes,no,cellular,nov,wed,182,1,999,1,failure,-1.1,94.767,-50.8,1.048,4963.6,no
37,blue-collar,single,basic.4y,no,yes,yes,cellular,jul,wed,156,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
54,admin.,married,university.degree,unknown,yes,no,cellular,jul,mon,121,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
33,technician,married,professional.course,unknown,yes,no,cellular,aug,tue,731,7,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,yes
55,blue-collar,married,basic.4y,no,yes,no,cellular,aug,mon,149,1,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,no
32,blue-collar,married,professional.course,no,no,no,telephone,jun,fri,24,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
57,housemaid,married,university.degree,no,yes,no,cellular,jul,wed,113,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
36,services,single,high.school,no,yes,no,cellular,jul,fri,249,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
31,services,single,high.school,no,yes,no,cellular,jul,wed,21,20,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
48,admin.,single,university.degree,no,yes,yes,cellular,jul,mon,141,7,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
51,management,married,university.degree,no,yes,no,telephone,nov,fri,288,1,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no
38,admin.,married,basic.6y,no,no,no,cellular,jul,thu,262,3,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no
33,management,married,university.degree,no,no,no,telephone,may,mon,405,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
43,management,married,university.degree,no,yes,no,cellular,jul,tue,347,4,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
44,blue-collar,divorced,basic.6y,unknown,yes,no,telephone,may,thu,318,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
43,management,married,university.degree,no,no,no,telephone,jun,fri,13,5,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
49,blue-collar,divorced,professional.course,no,no,no,cellular,may,mon,17,8,999,1,failure,-1.8,92.893,-46.2,1.244,5099.1,no
53,self-employed,married,university.degree,no,no,no,telephone,may,fri,404,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
33,blue-collar,divorced,basic.9y,unknown,no,no,telephone,jul,wed,155,2,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no
34,unemployed,married,basic.9y,unknown,yes,no,cellular,apr,fri,71,1,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no
31,blue-collar,married,professional.course,unknown,no,no,cellular,jul,fri,109,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
33,admin.,single,university.degree,no,no,no,cellular,jun,wed,254,1,999,2,failure,-2.9,92.963,-40.8,1.26,5076.2,no
33,blue-collar,married,professional.course,unknown,no,no,cellular,may,thu,153,2,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,no
29,admin.,married,university.degree,unknown,yes,no,telephone,may,tue,379,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
37,blue-collar,married,basic.9y,unknown,no,no,telephone,may,fri,343,3,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
34,technician,married,university.degree,no,yes,no,telephone,may,wed,396,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
59,retired,married,basic.9y,unknown,yes,no,cellular,aug,tue,464,2,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
43,admin.,married,high.school,no,yes,no,cellular,jul,mon,119,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
53,technician,married,professional.course,unknown,no,no,telephone,may,wed,864,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,yes
50,unemployed,unknown,university.degree,no,no,no,cellular,mar,fri,166,2,999,0,nonexistent,-1.8,92.843,-50.0,1.64,5099.1,no
34,unemployed,married,university.degree,unknown,yes,no,cellular,aug,mon,452,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
32,retired,married,high.school,no,no,no,telephone,may,fri,209,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
45,admin.,married,university.degree,no,yes,no,cellular,may,mon,254,4,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,no
31,admin.,married,university.degree,no,yes,no,cellular,nov,thu,188,2,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,no
57,blue-collar,married,high.school,unknown,yes,no,cellular,jul,fri,572,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,yes
32,management,single,university.degree,unknown,yes,yes,cellular,apr,fri,333,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
57,admin.,single,university.degree,unknown,yes,no,cellular,aug,wed,86,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
50,services,married,unknown,unknown,no,no,telephone,may,tue,144,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
32,technician,married,professional.course,no,yes,no,cellular,may,tue,81,9,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,no
38,services,married,high.school,no,no,no,cellular,jul,thu,127,1,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no
55,technician,married,professional.course,no,no,no,telephone,may,mon,113,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
30,blue-collar,married,basic.4y,no,yes,no,cellular,nov,wed,77,2,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no
57,management,divorced,university.degree,unknown,no,no,cellular,apr,mon,322,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
42,admin.,married,professional.course,unknown,no,yes,cellular,aug,thu,36,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
26,technician,divorced,university.degree,no,no,no,cellular,jun,tue,437,1,999,0,nonexistent,-2.9,92.963,-40.8,1.262,5076.2,yes
43,self-employed,divorced,university.degree,no,no,no,telephone,aug,mon,156,1,999,0,nonexistent,-2.9,92.201,-31.4,0.884,5076.2,no
29,blue-collar,single,basic.9y,no,no,no,telephone,jun,tue,1563,1,6,2,success,-1.7,94.055,-39.8,0.702,4991.6,no
38,blue-collar,single,basic.4y,no,yes,no,telephone,may,thu,187,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
57,retired,divorced,basic.9y,no,yes,no,telephone,may,tue,149,5,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,no
39,admin.,married,university.degree,no,no,no,cellular,nov,wed,146,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no
28,unemployed,single,university.degree,no,yes,no,cellular,may,mon,434,1,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,no
46,admin.,married,university.degree,unknown,no,no,telephone,jun,thu,93,1,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
51,blue-collar,married,basic.9y,unknown,no,yes,telephone,may,wed,261,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
29,admin.,single,university.degree,unknown,no,no,cellular,aug,fri,521,2,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
41,blue-collar,married,basic.6y,unknown,yes,yes,cellular,may,thu,65,1,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,no
48,admin.,married,university.degree,unknown,yes,no,telephone,nov,tue,82,2,999,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,no
36,technician,divorced,professional.course,no,yes,no,cellular,aug,mon,282,1,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,no
35,unemployed,single,basic.9y,no,no,no,cellular,jul,fri,936,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
56,admin.,married,university.degree,unknown,no,no,cellular,jul,fri,98,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
34,services,married,basic.9y,unknown,yes,no,cellular,jul,mon,80,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
41,admin.,single,university.degree,unknown,yes,yes,telephone,may,mon,186,6,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
33,blue-collar,married,basic.6y,unknown,yes,no,cellular,jul,tue,186,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
48,blue-collar,married,high.school,no,no,no,telephone,may,wed,144,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
41,blue-collar,divorced,basic.6y,no,unknown,unknown,telephone,may,fri,234,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
54,entrepreneur,married,basic.4y,unknown,yes,no,cellular,nov,mon,310,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,no
32,blue-collar,married,professional.course,no,yes,no,cellular,apr,thu,652,2,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,yes
55,retired,married,basic.4y,no,no,no,cellular,jul,wed,761,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,yes
27,student,married,high.school,no,yes,no,telephone,may,wed,54,1,999,0,nonexistent,-1.8,93.876,-40.0,0.672,5008.7,no
38,blue-collar,married,basic.6y,unknown,no,no,telephone,may,mon,523,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
50,admin.,married,basic.9y,no,yes,no,cellular,aug,thu,15,5,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,no
44,admin.,divorced,university.degree,no,yes,yes,cellular,jun,tue,130,1,999,0,nonexistent,-2.9,92.963,-40.8,1.262,5076.2,no
50,management,married,university.degree,no,no,no,cellular,sep,thu,718,4,999,3,failure,-1.1,94.199,-37.5,0.878,4963.6,no
53,management,married,unknown,unknown,yes,no,cellular,jul,thu,250,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
24,student,single,basic.4y,no,no,no,cellular,jul,fri,304,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
43,blue-collar,married,basic.4y,unknown,yes,yes,telephone,may,tue,547,7,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
36,admin.,married,university.degree,no,yes,no,cellular,aug,mon,258,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
31,management,single,high.school,no,no,no,telephone,may,mon,114,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
53,blue-collar,married,basic.6y,no,yes,yes,cellular,jul,tue,101,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
52,admin.,married,university.degree,no,no,no,cellular,aug,mon,268,1,999,0,nonexistent,-2.9,92.201,-31.4,0.884,5076.2,no
31,admin.,married,university.degree,no,no,no,telephone,jul,mon,7,1,999,0,nonexistent,-1.7,94.215,-40.3,0.889,4991.6,no
46,blue-collar,married,basic.9y,unknown,yes,yes,cellular,jul,mon,194,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
34,unemployed,married,basic.9y,unknown,yes,no,cellular,apr,fri,153,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
34,admin.,single,university.degree,no,yes,yes,cellular,may,thu,384,7,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,no
34,admin.,married,high.school,no,no,no,telephone,jun,thu,69,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
30,entrepreneur,married,professional.course,no,yes,no,telephone,jun,tue,775,3,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,yes
33,self-employed,single,high.school,no,no,no,cellular,may,tue,141,1,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
28,unknown,single,basic.9y,unknown,no,no,telephone,may,wed,298,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
29,self-employed,married,professional.course,no,no,no,telephone,jun,wed,632,1,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,no
39,admin.,married,university.degree,no,no,no,telephone,may,mon,744,6,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,yes
38,blue-collar,married,basic.9y,no,yes,no,telephone,jun,tue,350,3,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
30,admin.,single,high.school,no,yes,no,cellular,aug,fri,90,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
30,admin.,single,university.degree,no,no,no,telephone,may,tue,246,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
37,services,married,high.school,no,yes,no,telephone,may,fri,228,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
45,technician,married,professional.course,unknown,yes,no,cellular,aug,tue,183,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
28,unemployed,married,professional.course,no,yes,no,cellular,aug,fri,190,3,999,1,failure,-2.9,92.201,-31.4,0.869,5076.2,yes
29,services,single,high.school,no,yes,no,cellular,nov,fri,171,2,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no
45,admin.,married,high.school,no,no,no,cellular,nov,mon,113,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,no
34,housemaid,married,university.degree,no,no,no,cellular,jul,tue,132,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
34,services,married,high.school,no,no,yes,telephone,jun,tue,222,3,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
35,blue-collar,married,basic.6y,no,no,no,cellular,nov,tue,86,2,999,1,failure,-0.1,93.2,-42.0,4.153,5195.8,no
54,technician,divorced,university.degree,no,yes,no,cellular,may,wed,57,2,999,1,failure,-1.8,92.893,-46.2,1.334,5099.1,no
28,blue-collar,single,high.school,no,no,no,cellular,jul,mon,194,3,999,0,nonexistent,-1.7,94.215,-40.3,0.827,4991.6,no
39,admin.,married,high.school,no,no,no,cellular,may,mon,597,1,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,yes
33,admin.,single,high.school,no,no,no,cellular,oct,mon,251,1,999,0,nonexistent,-3.4,92.431,-26.9,0.731,5017.5,yes
41,services,single,high.school,no,yes,no,telephone,jul,tue,108,1,999,0,nonexistent,1.4,93.918,-42.7,4.955,5228.1,no
41,entrepreneur,single,high.school,no,yes,no,telephone,jul,thu,70,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
36,blue-collar,married,basic.9y,no,no,no,cellular,jul,mon,63,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
25,student,single,high.school,no,no,no,cellular,may,thu,12,7,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,no
52,services,divorced,high.school,no,no,no,telephone,may,mon,142,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
35,student,single,high.school,no,yes,no,telephone,may,fri,160,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
50,unemployed,married,professional.course,unknown,no,no,cellular,aug,fri,135,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
37,self-employed,married,professional.course,no,yes,no,cellular,aug,wed,181,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
42,self-employed,married,unknown,no,yes,no,telephone,jun,tue,60,3,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
31,services,single,high.school,no,yes,yes,cellular,apr,mon,289,3,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no
31,blue-collar,single,basic.9y,no,yes,no,cellular,jul,fri,184,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
38,blue-collar,married,basic.4y,no,no,no,telephone,jul,tue,292,1,999,0,nonexistent,1.4,93.918,-42.7,4.955,5228.1,no
40,self-employed,married,university.degree,unknown,yes,yes,cellular,nov,thu,1490,3,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,yes
40,admin.,married,university.degree,no,yes,no,cellular,aug,mon,296,4,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
27,blue-collar,single,basic.9y,no,no,no,cellular,jul,mon,316,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
34,admin.,married,university.degree,no,yes,no,cellular,may,tue,122,2,999,1,failure,-1.8,92.893,-46.2,1.344,5099.1,no
43,management,married,basic.6y,unknown,yes,no,cellular,may,tue,463,1,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
40,blue-collar,single,basic.9y,no,no,no,telephone,jun,mon,121,5,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
50,self-employed,married,basic.4y,unknown,yes,no,cellular,aug,mon,311,1,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,no
39,housemaid,married,basic.9y,no,no,no,telephone,may,tue,340,3,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
43,technician,married,professional.course,no,yes,no,cellular,nov,mon,190,1,999,1,failure,-0.1,93.2,-42.0,4.191,5195.8,no
28,technician,divorced,professional.course,no,no,no,cellular,may,tue,240,1,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,no
43,blue-collar,divorced,basic.9y,no,no,no,telephone,jun,thu,190,2,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no
31,admin.,single,university.degree,no,yes,no,telephone,may,mon,451,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
42,technician,married,high.school,unknown,yes,no,cellular,jul,wed,197,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no
41,admin.,divorced,university.degree,no,no,no,cellular,aug,tue,117,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
46,entrepreneur,married,university.degree,no,yes,no,telephone,may,tue,125,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
29,self-employed,single,university.degree,no,yes,no,cellular,sep,tue,445,2,999,0,nonexistent,-3.4,92.379,-29.8,0.788,5017.5,yes
45,entrepreneur,married,university.degree,no,no,no,cellular,may,wed,139,6,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,no
31,technician,divorced,high.school,no,no,no,cellular,may,mon,41,1,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,no
29,services,single,high.school,no,yes,no,cellular,jul,mon,113,4,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
47,technician,married,professional.course,no,yes,no,cellular,aug,wed,58,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
25,admin.,single,high.school,no,yes,no,cellular,may,fri,238,6,999,2,failure,-1.8,92.893,-46.2,1.313,5099.1,no
29,admin.,single,university.degree,no,no,no,telephone,may,tue,122,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
33,management,married,university.degree,no,no,yes,telephone,jun,fri,42,7,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
38,admin.,married,basic.9y,no,yes,no,cellular,may,tue,69,1,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,no
43,admin.,married,high.school,unknown,yes,no,cellular,jun,mon,153,1,999,0,nonexistent,-2.9,92.963,-40.8,1.266,5076.2,no
37,technician,married,university.degree,no,no,no,cellular,nov,mon,119,1,999,3,failure,-1.1,94.767,-50.8,1.05,4963.6,no
32,services,single,high.school,no,no,no,cellular,may,wed,402,2,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,no
57,retired,married,university.degree,no,yes,yes,cellular,jul,mon,1062,4,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes
41,blue-collar,married,basic.4y,no,yes,no,cellular,jul,fri,138,3,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no
40,self-employed,single,university.degree,unknown,yes,no,cellular,apr,thu,384,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,yes
57,blue-collar,married,basic.4y,unknown,yes,no,cellular,aug,wed,109,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
30,technician,single,professional.course,no,yes,no,cellular,may,mon,308,1,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,no
39,admin.,married,basic.6y,no,yes,no,telephone,may,thu,123,3,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,no
59,blue-collar,married,basic.9y,no,no,no,cellular,apr,thu,332,2,999,1,failure,-1.8,93.075,-47.1,1.41,5099.1,no
45,management,married,unknown,no,yes,no,cellular,jul,fri,121,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
38,admin.,divorced,high.school,no,no,no,cellular,jun,wed,65,1,999,1,failure,-2.9,92.963,-40.8,1.26,5076.2,no
19,student,single,high.school,unknown,no,yes,cellular,may,tue,106,4,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,no
33,admin.,married,high.school,unknown,yes,no,cellular,may,tue,169,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,no
41,management,married,university.degree,no,yes,no,telephone,jun,fri,248,1,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
50,admin.,married,basic.6y,no,yes,no,cellular,aug,tue,264,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
30,management,married,university.degree,no,unknown,unknown,cellular,sep,wed,210,1,999,1,failure,-1.1,94.199,-37.5,0.88,4963.6,no
29,blue-collar,married,basic.6y,no,yes,no,cellular,may,thu,108,4,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,no
33,blue-collar,married,high.school,no,no,no,telephone,jun,mon,283,1,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no
46,technician,divorced,university.degree,no,yes,no,cellular,nov,fri,75,1,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no
46,technician,single,university.degree,no,yes,no,telephone,may,fri,417,6,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
43,management,married,university.degree,unknown,yes,no,cellular,aug,tue,268,2,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
23,admin.,married,high.school,no,no,yes,cellular,may,thu,7,5,999,1,failure,-1.8,92.893,-46.2,1.266,5099.1,no
37,technician,divorced,high.school,no,yes,no,telephone,may,wed,95,6,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
48,technician,married,university.degree,no,no,no,cellular,aug,thu,42,7,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,no
33,technician,married,high.school,no,no,no,telephone,may,tue,168,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
41,blue-collar,married,basic.9y,no,yes,no,cellular,jul,tue,60,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
31,admin.,single,university.degree,no,yes,no,cellular,may,fri,33,1,999,1,failure,-1.8,92.893,-46.2,1.25,5099.1,no
40,admin.,single,university.degree,no,no,no,telephone,jul,fri,241,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
41,admin.,single,university.degree,no,no,no,cellular,nov,tue,93,1,999,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,no
42,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,fri,72,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
42,technician,divorced,high.school,unknown,yes,no,cellular,aug,thu,140,7,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
51,blue-collar,divorced,basic.9y,no,no,yes,cellular,may,wed,29,6,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
